1,25916.6713277
2,24185.9725404
3,24185.9725404
4,24185.9725404
5,24185.9725404
6,24185.9725404
7,24185.9725404
8,19565.7895745
9,19565.7895745
10,19565.7895745
11,19565.7895745
12,19565.7895745
13,19565.7895745
14,19565.7895745
15,19565.7895745
16,19565.7895745
17,19565.7895745
18,19565.7895745
19,19565.7895745
20,19565.7895745
21,19565.7895745
22,19565.7895745
23,19565.7895745
24,19565.7895745
25,19565.7895745
26,19565.7895745
27,19565.7895745
28,19565.7895745
29,19565.7895745
30,19565.7895745
31,19565.7895745
32,19565.7895745
33,19565.7895745
34,19565.7895745
35,19565.7895745
36,19565.7895745
37,19565.7895745
38,19565.7895745
39,19565.7895745
40,19565.7895745
41,19565.7895745
42,19565.7895745
43,19565.7895745
44,19565.7895745
45,19565.7895745
46,19331.4448603
47,19331.4448603
48,19331.4448603
49,19331.4448603
50,19331.4448603
51,19331.4448603
52,19331.4448603
53,19331.4448603
54,19331.4448603
55,19124.4742595
56,19124.4742595
57,19124.4742595
58,19124.4742595
59,19124.4742595
60,19124.4742595
61,19124.4742595
62,19124.4742595
63,19124.4742595
64,17612.3715943
65,17612.3715943
66,17612.3715943
67,17612.3715943
68,17612.3715943
69,17612.3715943
70,17612.3715943
71,17612.3715943
72,17612.3715943
73,17612.3715943
74,17612.3715943
75,17612.3715943
76,17612.3715943
77,17612.3715943
78,17612.3715943
79,17612.3715943
80,17612.3715943
81,17612.3715943
82,17612.3715943
83,17612.3715943
84,17612.3715943
85,17612.3715943
86,17612.3715943
87,17612.3715943
88,17612.3715943
89,17612.3715943
90,17612.3715943
91,17612.3715943
92,17612.3715943
93,17612.3715943
94,17612.3715943
95,17612.3715943
96,17612.3715943
97,17612.3715943
98,17612.3715943
99,17612.3715943
100,17612.3715943
101,17612.3715943
102,17612.3715943
103,17612.3715943
104,17612.3715943
105,17612.3715943
106,17612.3715943
107,17612.3715943
108,17612.3715943
109,17612.3715943
110,17612.3715943
111,17612.3715943
112,16701.9110771
113,16701.9110771
114,16701.9110771
115,14859.8648087
116,14859.8648087
117,14859.8648087
118,14859.8648087
119,14859.8648087
120,14859.8648087
121,14859.8648087
122,14859.8648087
123,14859.8648087
124,14859.8648087
125,14859.8648087
126,14859.8648087
127,14859.8648087
128,14846.7509471
129,14692.9948519
130,14692.9948519
131,14692.9948519
132,14692.9948519
133,14692.9948519
134,13034.5930374
135,13034.5930374
136,13034.5930374
137,13034.5930374
138,13034.5930374
139,13034.5930374
140,13034.5930374
141,13034.5930374
142,12913.5208261
143,12913.5208261
144,12913.5208261
145,10786.0535936
146,10786.0535936
147,10786.0535936
148,10786.0535936
149,10786.0535936
150,10786.0535936
151,10786.0535936
152,10786.0535936
153,10786.0535936
154,10786.0535936
155,10786.0535936
156,10786.0535936
157,10786.0535936
158,10786.0535936
159,10786.0535936
160,10786.0535936
161,10786.0535936
162,10786.0535936
163,10786.0535936
164,10786.0535936
165,10786.0535936
166,10786.0535936
167,10786.0535936
168,10786.0535936
169,10786.0535936
170,10786.0535936
171,10786.0535936
172,10692.7224429
173,10692.7224429
174,10692.7224429
175,10692.7224429
176,10692.7224429
177,10692.7224429
178,10692.7224429
179,10692.7224429
180,10692.7224429
181,10692.7224429
182,10692.7224429
183,10692.7224429
184,10692.7224429
185,10692.7224429
186,10692.7224429
187,10692.7224429
188,10692.7224429
189,10692.7224429
190,10692.7224429
191,10692.7224429
192,10692.7224429
193,10692.7224429
194,10692.7224429
195,10692.7224429
196,10692.7224429
197,10523.5797598
198,10523.5797598
199,10523.5797598
200,10523.5797598
201,10523.5797598
202,10523.5797598
203,10523.5797598
204,10523.5797598
205,10523.5797598
206,10134.3560931
207,10134.3560931
208,10134.3560931
209,10134.3560931
210,10134.3560931
211,9549.63520576
212,9549.63520576
213,9549.63520576
214,9549.63520576
215,9549.63520576
216,9549.63520576
