Iteration	Y	var_1
1.0	8884.75844746836	77.61009045220287
2.0	8802.234449021342	59.54535911420242
3.0	8801.919821485575	59.49102499570197
4.0	8795.24890107328	58.35920707185516
5.0	8778.045868656143	55.60827282997539
6.0	8725.10665204705	48.413034167700054
