Iteration	Y	var_1	var_2
64.0	11083.058043151494	3.4596205226621706	28.195059853600252
65.0	10014.828132387474	1.346350472681366	28.943877611514534
66.0	10739.87359226288	0.6885039754225848	27.97511884242361
67.0	10412.417177091693	2.2762803673062004	29.7810696688521
68.0	10538.12495525178	0.7580230898971555	30.12852276280767
69.0	10734.697576916735	0.6759997595173577	20.278523767737802
70.0	10038.706886173763	1.8084893305308098	16.678856222728474
71.0	10461.09308885707	2.629229341597016	15.674261079582067
72.0	9974.620836078248	1.0558865861300628	15.59178199084934
73.0	9894.916833192132	1.523838559791071	14.38858597244644
74.0	13375.648768110303	0.3469932086052346	14.417270493567042
75.0	10283.584140240895	2.3679004830162707	14.330337601682915
76.0	10596.187550888484	0.7047960478833099	16.68622885652081
77.0	10244.307602337385	1.957749427961425	31.58656389554811
78.0	11052.705482556536	3.3646448901135004	31.39283820923512
79.0	10969.499759278162	0.6342100970877761	32.14651863102734
80.0	10448.510536803253	2.3084747785163846	33.09176027179376
81.0	11229.575480408696	3.663085014694128	34.152662765908026
82.0	10084.892113398526	2.068063819332718	12.89610656846869
83.0	10627.382037099427	3.1085895535590264	12.038641696917082
84.0	9841.266991374958	1.5890334552418734	11.551838251470604
85.0	10008.255922287919	2.0747225485285603	10.499805975569563
86.0	10096.944603213711	0.8585494786363186	10.587553260023387
87.0	8524.294492375122	31.694691340355014	0.26812325248977714
88.0	9718.367271471156	1.419622855885133	9.189166220837643
89.0	10160.059230801322	2.4996818571691923	9.0103739282497
90.0	9655.232612152688	1.369052514599813	8.020596968914987
91.0	12192.95979596662	0.42115283507558954	8.536861552644321
92.0	9887.175733457863	2.131180998955002	7.726234531566834
93.0	9575.233307958231	1.3973660109876753	6.8273812205355435
94.0	9710.662889084399	2.086102279709918	5.990234289662366
95.0	9575.346479690028	1.064270110408619	5.710352221898864
96.0	9407.278766691894	1.6937940676859433	4.821366289651704
97.0	9799.29505787062	0.80487618160289	4.537967785690455
98.0	9275.492785892971	1.898751876943	3.789562924027396
99.0	9685.106113571648	2.5976258337580695	4.265311161200941
100.0	9210.350766145037	2.3620982259797385	2.9648513108871186
101.0	8929.65718977034	1.569966527576049	2.8776037376105386
