Iteration	Y	var_1	var_2
1.0	14117.709240923086	14.43426855172138	54.57501727899377
2.0	15935.485131691077	52.99558224382585	68.31945822295313
3.0	14117.970232128131	14.434942084855297	54.627150251939774
4.0	13903.654990171854	12.903947436880664	52.59832789404003
5.0	13815.765383490074	12.334151932064108	51.97330913024249
6.0	12483.507773394349	6.492753000639355	48.57475540073692
7.0	11788.12895252267	4.694641692016232	47.98221954030837
8.0	11517.992456251373	4.1240206296763215	47.50599888242419
9.0	10528.719050316835	2.3646754793370026	46.97776218162558
10.0	93178.94482317037	0.001	44.97812425746792
11.0	10621.94254282342	2.5198450853933148	47.08441168580876
12.0	11833.310246133078	4.803682171487297	46.946895289927134
13.0	13097.246689409672	8.641157508524905	50.49920379836428
14.0	10454.068048185463	2.2375575230230695	47.22738715251905
15.0	13331.440068380054	9.718260058083118	48.29886069000629
16.0	13461.517448605457	10.257949223800713	54.32073037315618
17.0	12661.526529419094	7.006528642364592	53.302223441594634
18.0	12744.00681167575	7.257226850612241	55.92827820895059
19.0	11869.729316328425	4.836647253574179	55.04364893568095
20.0	11765.184797388578	4.59329052730119	57.06624514972793
21.0	10835.188278619724	2.842998897292262	56.198244687941894
22.0	10558.826410168627	2.3806649590569253	57.288731817952666
23.0	10173.408350188609	1.667001804952125	56.870324303107445
24.0	10226.461198662215	0.9750936472450322	57.10070934731834
25.0	10702.044677167334	2.6513720761467394	47.52119981234029
26.0	10134.182317980396	1.0971564468504835	56.29895285579339
27.0	10158.465616135401	1.0660692731166217	61.86661002691791
28.0	10260.926233530236	0.9472806827537539	60.84347368478198
29.0	38263.19945262035	0.04703942729710318	62.16177445118807
30.0	10154.537108314587	1.6021232390816047	61.53403036698676
31.0	10110.325050842353	1.1744091295648524	61.816525839029225
32.0	10110.230049162757	1.4886088897339793	55.13071049184973
33.0	11440.965940710987	0.5529500310431563	55.044207025367285
34.0	10094.002155015885	1.3376893454113856	61.726090157447786
35.0	10095.906657988875	1.240175656114725	60.856663939019754
36.0	10173.843048007695	1.6724851472259934	55.653104499579854
37.0	10099.374392891988	1.3884598253757117	62.073969418205714
38.0	14119.56244676483	14.719769931771056	46.190648299568196
39.0	10499.700973134884	2.290642582707036	54.178650519901865
