Iteration	Y	var_1	var_2
1.0	10196.261384444479	1.6511937615012544	87.60458669408955
2.0	15605.763755594864	39.10515707040089	62.51500208422787
3.0	10200.931935819488	1.6625371943140062	87.65841400493703
4.0	10139.707479881363	1.4855357341244768	86.8350308843252
5.0	10113.578625581078	1.2771556791893235	85.92747044428585
6.0	93318.83860043714	0.001	86.10702525714416
7.0	11157.76357459442	3.33506996992184	84.30600866656583
8.0	10115.751868992751	1.3574077722002402	85.93145643638559
9.0	10176.55629958777	1.6014654854059882	86.87432391632844
10.0	11169.196283420632	3.355918319359579	83.86889850715251
11.0	10277.885784055085	1.8298004433770767	87.62525626783443
12.0	11440.95959818862	3.854170572959409	84.13715867323899
13.0	10303.064233318459	1.8784208602653665	88.18598470613972
14.0	10370.980914886653	2.0035347774724457	88.86213893197066
15.0	10609.458581254921	2.4086296115215946	88.91076422986978
16.0	10509.188583844158	2.241392579232852	89.56343325271001
17.0	10937.067721397605	2.9482650704752404	90.06439829816861
18.0	10545.519427707903	2.300855607459184	90.67644887106964
19.0	10877.989277069933	2.8481215374206754	91.2930313487647
20.0	10342.810326066849	1.9491664054127242	91.62570361413275
21.0	10455.782291328222	2.1480059984510045	92.30373375444604
22.0	10467.709877227267	2.1781038299172275	83.88627982481414
23.0	10128.570995597664	1.4222060819682494	92.30915173971975
24.0	10120.335742083707	1.3644620468790734	92.84911513480868
25.0	10308.514960367773	0.9268146619095785	92.76420444105763
26.0	10122.152542406271	1.2303257035158366	93.73153216816549
27.0	10195.500754382361	1.6520168911329633	85.87804554601486
28.0	10133.999002451916	1.4649453323395378	85.91325331955454
29.0	10196.129216798294	1.6422321723816216	93.57626298743543
30.0	10119.404804196018	1.3454999007469572	94.42309456656564
31.0	10519.772305530383	0.8020930822359786	94.4618780991058
32.0	10753.591916431371	2.6375717948073487	96.09005884085316
33.0	10125.772460266695	1.4274109396996526	85.70751694721861
34.0	10377.384341219764	2.0035920984485127	99.90557182478439
35.0	10119.586517596923	1.3082120328751565	98.3744207854044
36.0	10699.800689776674	2.5469743166439938	98.5312074378959
37.0	12404.532279864003	0.43747994966392373	99.53999216176122
38.0	10119.40335451903	1.2783711789639054	97.10395332349903
39.0	11308.785332693464	3.5846507594159718	100.0
40.0	16360.251453858116	97.93050939853576	56.556985946854425
41.0	10152.7755494805	1.5112975149167835	97.82432341448396
42.0	10148.189019587751	1.4981414718039576	96.0598197013882
43.0	10245.840748321181	1.7545582718143367	95.12332544534186
44.0	10601.927240824627	72.32198308171334	0.9232573317901861
45.0	9051.97040470483	70.55134889409983	0.3936826151835755
46.0	10030.409099607266	70.26836057757151	0.717492121178215
47.0	9059.911794253052	70.72657723187936	0.18755145530605535
48.0	13631.071772294743	75.31424315036165	3.48572313480276
49.0	12425.143872113667	6.095887393317215	94.68747329917491
50.0	9140.58727156707	70.84585994312442	0.42555919547669
51.0	14896.887149268045	26.539584971105562	28.191370482672376
52.0	93335.88749008135	0.001	96.6901313921246
53.0	33188.508263142336	71.8068300994081	0.001
54.0	11310.310485992955	72.34219119713423	1.2428712520915526
55.0	10139.703079707793	1.4630930742453478	97.10364938260922
56.0	10303.63334800032	1.870649936639375	95.97931453326882
57.0	8852.0843694221	70.65072815701232	0.27177341036245706
58.0	11175.445128937346	3.350744603527874	95.68813221358242
59.0	10247.841356853238	1.7544938904378895	99.04185342414613
60.0	10438.575975721455	0.8418246670055904	91.17397574143354
61.0	10948.999047708103	2.958109985140277	99.179503050631
62.0	10772.5243964019	73.20973393883504	0.9910967133184875
63.0	10657.223699487664	2.4952962047578096	82.40158913257997
64.0	10578.208378941701	2.3615613743879322	85.10894056846456
65.0	11421.881135045487	3.8223618085885422	81.63486179722234
66.0	10261.608106508545	70.80769571996935	0.797498981299128
67.0	33176.487947161135	69.37382357560656	0.001
68.0	11803.53854535665	4.565444365521238	98.18326065405992
69.0	11032.883515609537	3.1065084073616047	93.2685633143078
70.0	10579.58916602666	2.369402568118761	80.85994910535695
71.0	11121.774382069012	3.2789911065301167	79.90399029852622
72.0	10242.907069440318	1.7696167167102086	79.58760195556846
73.0	11823.326165164466	4.618584281756708	92.07471131145786
74.0	10153.214811477083	1.1035892638957074	80.42444435089418
75.0	10617.247504206283	2.4351338732320063	78.38274707147981
76.0	10884.054616331714	0.6728423098909608	79.23583249496518
77.0	10108.258521915606	1.3264544143169639	77.86237690165382
78.0	10350.054470224528	1.9816266534383737	77.03289432473602
79.0	10465.43592774529	0.8235702134152205	76.83446904936847
80.0	11232.921784567245	3.4810582769422314	77.23945578582592
81.0	10115.032215242878	1.3765381942283677	81.55100053803702
82.0	47482.03744694369	0.027428020234163006	77.74615302831414
83.0	10178.704741145331	1.6238685535515491	77.87307274573378
84.0	10140.91721359373	1.1250992944432676	76.72704966811179
85.0	11287.746426930042	3.5780228876669096	78.5915033669747
86.0	11949.16008636615	4.925663863688521	80.20625190341187
87.0	12176.588690630157	5.466846833538915	82.68036945856274
88.0	12120.54659919516	5.2891429832024075	99.91213207025238
89.0	11843.52986772724	4.666079500562456	90.27286111292236
90.0	12147.516070747946	5.361624599589345	96.63325507362292
91.0	10206.962141670609	1.018757358484717	79.48770521172786
92.0	12599.19115341491	6.593636914184675	98.2162374396845
93.0	14084.494971697044	0.3201161357675644	80.3937572401454
94.0	10115.57129401967	1.2911351594306002	90.22990056986649
95.0	12261.806965316555	5.67943303608416	84.95900086204298
96.0	10131.65711301666	1.4750747871199938	78.80324522466145
97.0	11743.366985029612	4.453479067102864	88.5812405249404
98.0	10852.704455699037	0.6808706926340816	76.09261508087424
99.0	12491.72968015841	6.300968978593484	88.80366799922265
100.0	12091.072844265705	5.2445150247026	86.85922541924235
101.0	12581.061483785914	6.55665726908937	91.6192229201313
