Iteration	Y	var_1	var_2	var_3	var_4	var_5	var_6
1.0	20835.19260084633	3.5016344090411944	3.848071219029909	3.6187882237311464	1.2897946072054112	0.24022934879361404	0.6616753188061502
2.0	12578.858621592997	-4.322771494746618	-3.0423769878753943	-4.0651765979799155	0.2846589785410454	-5.757392044593795	-6.630814017982232
3.0	5131.357159626548	4.605170185988092	-4.605170185988091	-4.605170185988091	-2.3025850929940455	-6.907755278982137	-6.907755278982137
4.0	50723.230918489164	4.605170185988092	-4.605170185988091	-4.605170185988091	-2.3025850929940455	-6.907755278982137	1.0986122886681098
5.0	13959.026877041493	-4.605170185988091	4.605170185988092	4.605170185988092	-2.3025850929940455	-6.907755278982137	-6.907755278982137
6.0	6793.928266241383	-4.605170185988091	-4.605170185988091	4.605170185988092	2.302585092994046	1.0986122886681098	-6.907755278982137
